system,dataset,train,char_tp,char_fp,char_fn,positive_rows,residual_rows,raw_residual_rows,raw_original_residual_rows,negative_rows,negative_rows_touched,negative_characters,negative_characters_masked,gold,original_gold,hit,hidden,raw_hidden,original_hidden,char_precision,char_recall,char_f1
model:fef2-secret-ru,ameau01,False,4073,3165,23718,750,733,737,737,702,87,112531,1361,2242,2242,286,246,221,221,0.5627245095330202,0.1465582382785794,0.23255017271403694
model:fef2-secret-ru+cpu-int8,ameau01,False,4009,1905,23782,750,735,737,737,702,72,112531,984,2242,2242,283,225,186,186,0.6778829895164018,0.14425533446079666,0.23788755377540427
model:gliner-pii-edge+cpu-int8,ameau01,False,1317,789,26474,750,739,739,739,702,42,112531,423,2242,2242,144,133,133,133,0.6253561253561254,0.04738944262531035,0.08810248519918386
model:spacy-ru-lg,ameau01,False,1329,13482,26462,750,745,745,745,702,70,112531,4206,2242,2242,123,123,123,123,0.08973060563094996,0.047821237091144615,0.062391437021736065
model:natasha,ameau01,False,1109,2253,26682,750,744,744,744,702,49,112531,497,2242,2242,89,88,88,88,0.3298631766805473,0.039905005217516464,0.07119699547395116
model:gliner-pii-base+cpu-int8,ameau01,False,173,27,27618,750,750,750,750,702,1,112531,27,2242,2242,15,15,15,15,0.865,0.006225036882443957,0.012361116073023475
model:gliner-multi-v21+cpu-int8,ameau01,False,0,0,27791,750,750,750,750,702,0,112531,0,2242,2242,0,0,0,0,0,0.0,0
model:gliner-nvidia+cpu-int8,ameau01,False,0,0,27791,750,750,750,750,702,0,112531,0,2242,2242,0,0,0,0,0,0.0,0
model:gliner-urchade+cpu-int8,ameau01,False,0,0,27791,750,750,750,750,702,0,112531,0,2242,2242,0,0,0,0,0,0.0,0
model:spacy-alrosait,ameau01,False,0,0,27791,750,750,750,750,702,0,112531,0,2242,2242,0,0,0,0,0,0.0,0
composition:pplx,ameau01,False,21809,13802,5982,750,328,333,333,702,173,112531,4242,2242,2242,1849,1830,1817,1817,0.6124231276852657,0.78475045878162,0.6879593703668654
composition:fastino,ameau01,False,25252,12935,2539,750,138,139,139,702,241,112531,4923,2242,2242,2082,2081,2080,2080,0.6612721606829549,0.9086394876039006,0.7654672769711115
composition:pplx+fastino,ameau01,False,26541,21178,1250,750,69,70,70,702,299,112531,7091,2242,2242,2168,2162,2161,2161,0.5561935497390976,0.9550214098089309,0.7029797377830751
composition:pplx+fastino+mmbert,ameau01,False,27195,26534,596,750,56,60,60,702,391,112531,8887,2242,2242,2217,2177,2172,2172,0.5061512404846544,0.9785542081968983,0.667198233562316
composition:pplx+fastino+bardsai,ameau01,False,27023,27952,768,750,40,46,46,702,397,112531,9278,2242,2242,2204,2196,2189,2189,0.4915507048658481,0.9723651541866072,0.6529976077133123
composition:pplx+fastino+bardsai+mmbert,ameau01,False,27425,32290,366,750,32,40,40,702,455,112531,10770,2242,2242,2233,2206,2196,2196,0.4592648413296492,0.9868302687920549,0.6268141613146527
"composition:vote2(pplx,opf2,nvidia)",ameau01,False,18609,8316,9182,750,445,446,446,702,150,112531,3158,2242,2242,1679,1651,1644,1644,0.691142061281337,0.6696052678924832,0.6802032312303531
model:gliner-pii-base,arthur-passwords,False,3360,2491,0,280,0,0,0,236,110,44555,2063,280,280,280,280,280,280,0.5742608101179285,1.0,0.729562479643904
model:pplx,arthur-passwords,False,3360,16032,0,280,0,2,2,236,227,44555,7898,280,280,280,280,278,278,0.17326732673267325,1.0,0.29535864978902954
model:openmed-multilingual,arthur-passwords,False,3360,21926,0,280,0,0,0,236,236,44555,11042,280,280,280,280,280,280,0.1328798544649213,1.0,0.23458772603504852
model:gliner-pii-edge,arthur-passwords,False,3348,4349,12,280,1,1,1,236,99,44555,2293,280,280,279,279,279,279,0.43497466545407304,0.9964285714285714,0.6055892194989599
model:gliner25-fastino,arthur-passwords,False,3324,4807,36,280,3,3,3,236,126,44555,3232,280,280,277,277,277,277,0.40880580494404134,0.9892857142857143,0.5785397267426683
model:opf-ru,arthur-passwords,False,3324,11260,36,280,3,36,36,236,214,44555,5878,280,280,277,277,244,244,0.227921009325288,0.9892857142857143,0.37048595630851544
model:gliner2-hivetrace-omni,arthur-passwords,False,3312,3972,48,280,4,4,4,236,171,44555,3026,280,280,276,276,276,276,0.4546952224052718,0.9857142857142858,0.6223224351747464
model:apararti,arthur-passwords,False,3312,13791,48,280,4,14,14,236,213,44555,6803,280,280,276,276,266,266,0.19365023680056132,0.9857142857142858,0.3237062014367395
model:gliner-nvidia,arthur-passwords,False,3288,2181,72,280,6,6,6,236,121,44555,1835,280,280,274,274,274,274,0.6012068019747668,0.9785714285714285,0.7448182127081209
model:pii-shield-onnx,arthur-passwords,False,3288,12137,72,280,6,24,24,236,212,44555,5899,280,280,274,274,256,256,0.21316045380875204,0.9785714285714285,0.35006654245408575
model:nym-base,arthur-passwords,False,3288,14603,72,280,6,15,15,236,228,44555,7200,280,280,274,274,265,265,0.18377955396568108,0.9785714285714285,0.30944426144652015
model:nuner-zero,arthur-passwords,False,3276,3000,84,280,7,7,7,236,100,44555,2017,280,280,273,273,273,273,0.5219885277246654,0.975,0.6799501867995019
model:opf-kz-ru,arthur-passwords,False,3276,14160,84,280,7,16,16,236,211,44555,6813,280,280,273,273,264,264,0.18788713007570543,0.975,0.3150605885747259
model:gliner2-vladlinv,arthur-passwords,False,3228,6007,132,280,11,11,11,236,126,44555,3088,280,280,269,269,269,269,0.3495397942609637,0.9607142857142857,0.5125843588725685
model:bardsai-eu,arthur-passwords,False,3192,12769,168,280,14,64,64,236,208,44555,6476,280,280,266,266,216,216,0.19998746945680096,0.95,0.3304176802442938
model:gliner-multi-v21,arthur-passwords,False,3180,3855,180,280,15,15,15,236,139,44555,2445,280,280,265,265,265,265,0.4520255863539446,0.9464285714285714,0.6118326118326117
model:opf-ru-v2,arthur-passwords,False,3168,9960,192,280,16,64,64,236,188,44555,5163,280,280,264,264,216,216,0.2413162705667276,0.9428571428571428,0.38427947598253276
model:traciora,arthur-passwords,False,3144,9951,216,280,18,81,81,236,195,44555,5119,280,280,262,262,199,199,0.24009163802978237,0.9357142857142857,0.3821330902461258
model:openai-base,arthur-passwords,False,3120,12515,240,280,20,31,31,236,203,44555,6158,280,280,260,260,249,249,0.19955228653661655,0.9285714285714286,0.3285075019742037
model:gliner-urchade,arthur-passwords,False,3036,1359,324,280,27,27,27,236,83,44555,1019,280,280,253,253,253,253,0.6907849829351536,0.9035714285714286,0.7829787234042553
model:kalyan-ettin,arthur-passwords,False,2964,14490,396,280,33,130,130,236,222,44555,7174,280,280,247,247,150,150,0.1698178068064627,0.8821428571428571,0.2848083021043528
model:gliner2-large,arthur-passwords,False,2892,1831,468,280,39,39,39,236,90,44555,1245,280,280,241,241,241,241,0.6123226762650857,0.8607142857142858,0.715575900037115
model:openmed-nemotron,arthur-passwords,False,2892,15140,468,280,39,123,123,236,226,44555,7363,280,280,241,241,157,157,0.1603815439219166,0.8607142857142858,0.2703814510097233
model:gliner2-fastino,arthur-passwords,False,2772,1261,588,280,49,49,49,236,55,44555,773,280,280,231,231,231,231,0.6873295313662287,0.825,0.7498985526849723
model:mmbert32k,arthur-passwords,False,2760,14269,600,280,50,262,262,236,231,44555,7294,280,280,230,230,18,18,0.16207645780726995,0.8214285714285714,0.2707342194320467
model:ru-legal-ner,arthur-passwords,False,2688,9105,672,280,56,271,271,236,199,44555,4617,280,280,224,224,9,9,0.2279318239633681,0.8,0.354781231439319
model:gliner-stream-pii,arthur-passwords,False,2376,2317,984,280,82,82,82,236,109,44555,1533,280,280,198,198,198,198,0.5062859578095035,0.7071428571428572,0.5900906494474109
model:gravitee-small,arthur-passwords,False,2304,14008,1056,280,88,104,104,236,213,44555,7037,280,280,192,192,176,176,0.14124570868072583,0.6857142857142857,0.23424156161041074
model:fef2-secret-ru,arthur-passwords,False,2016,3286,1344,280,112,131,131,236,85,44555,1682,280,280,168,168,149,149,0.3802338740098076,0.6,0.4654814130685754
model:ru-pii-ner,arthur-passwords,False,1908,8533,1452,280,121,128,128,236,189,44555,4835,280,280,159,159,152,152,0.18274111675126903,0.5678571428571428,0.2765017027751612
model:stanza-ru,arthur-passwords,False,1044,23671,2316,280,193,197,197,236,235,44555,12002,280,280,87,87,83,83,0.042241553712320454,0.3107142857142857,0.07437221727515583
model:gliner2-hivetrace-uni,arthur-passwords,False,504,1233,2856,280,238,238,238,236,40,44555,663,280,280,42,42,42,42,0.29015544041450775,0.15,0.19776339022954678
model:rules-ru,arthur-passwords,False,300,5437,3060,280,255,255,255,236,93,44555,2272,280,280,25,25,25,25,0.05229213874847481,0.08928571428571429,0.06595580960756293
model:ner-ru-yqelz,arthur-passwords,False,132,9583,3228,280,269,276,276,236,213,44555,4533,280,280,11,11,4,4,0.013587236232629954,0.039285714285714285,0.020191204588910133
model:ner-ru-gherman,arthur-passwords,False,36,3644,3324,280,277,280,280,236,140,44555,1839,280,280,3,3,0,0,0.009782608695652175,0.010714285714285714,0.010227272727272727
model:spacy-ru-lg,arthur-passwords,False,36,4002,3324,280,277,277,277,236,84,44555,2208,280,280,3,3,3,3,0.008915304606240713,0.010714285714285714,0.009732360097323601
model:davlan-mbert,arthur-passwords,False,24,4558,3336,280,278,280,280,236,156,44555,2473,280,280,2,2,0,0,0.005237887385421213,0.007142857142857143,0.0060438176781667085
model:davlan-xlmr,arthur-passwords,False,0,4732,3360,280,280,280,280,236,176,44555,2711,280,280,0,0,0,0,0.0,0.0,0
model:natasha,arthur-passwords,False,0,1013,3360,280,280,280,280,236,43,44555,461,280,280,0,0,0,0,0.0,0.0,0
model:spacy-alrosait,arthur-passwords,False,0,20,3360,280,280,280,280,236,1,44555,20,280,280,0,0,0,0,0.0,0.0,0
composition:pplx,arthur-passwords,False,3360,16032,0,280,0,2,2,236,227,44555,7898,280,280,280,280,278,278,0.17326732673267325,1.0,0.29535864978902954
composition:fastino,arthur-passwords,False,2772,1261,588,280,49,49,49,236,55,44555,773,280,280,231,231,231,231,0.6873295313662287,0.825,0.7498985526849723
composition:pplx+fastino,arthur-passwords,False,3360,16301,0,280,0,0,0,236,228,44555,8167,280,280,280,280,280,280,0.1708966990488785,1.0,0.29190738890578166
composition:pplx+fastino+mmbert,arthur-passwords,False,3360,17625,0,280,0,0,0,236,235,44555,8883,280,280,280,280,280,280,0.1601143674052895,1.0,0.2760320394331485
composition:pplx+fastino+bardsai,arthur-passwords,False,3360,17842,0,280,0,0,0,236,232,44555,9073,280,280,280,280,280,280,0.15847561550797096,1.0,0.2735933555899357
composition:pplx+fastino+bardsai+mmbert,arthur-passwords,False,3360,18887,0,280,0,0,0,236,236,44555,9587,280,280,280,280,280,280,0.15103159976626063,1.0,0.2624282422775023
"composition:vote2(pplx,opf2,nvidia)",arthur-passwords,False,3360,10349,0,280,0,4,4,236,209,44555,5578,280,280,280,280,276,276,0.2450944634911372,1.0,0.39369617435116294
model:nym-base+homoglyph,corrupt-hivetrace,False,28950,767,3345,1432,439,441,398,378,18,33911,134,1667,1667,1623,1189,1213,1259,0.9741898576572332,0.8964235949837436,0.9336902534993227
model:nym-base,corrupt-hivetrace,False,28843,799,3452,1432,437,446,401,378,22,33911,166,1667,1667,1620,1192,1203,1251,0.9730450037109507,0.8931103886050472,0.9313657426094257
model:pplx+homoglyph,corrupt-hivetrace,False,31476,5806,819,1432,103,161,141,378,48,33911,493,1667,1667,1609,1564,1503,1524,0.8442680113727804,0.9746400371574547,0.9047817525906549
model:pplx,corrupt-hivetrace,False,31492,5895,803,1432,105,161,137,378,51,33911,513,1667,1667,1609,1562,1503,1528,0.8423248722818092,0.9751354698869794,0.9038776154530582
model:mmbert32k,corrupt-hivetrace,False,27892,5191,4403,1432,582,999,990,378,70,33911,1383,1667,1667,1584,1030,546,555,0.8430916180515673,0.8636631057439232,0.8532533879898437
model:opf-ru,corrupt-hivetrace,False,26309,4881,5986,1432,563,685,658,378,172,33911,3214,1667,1667,1521,1059,923,951,0.8435075344661751,0.8146462300665738,0.8288257068598882
model:apararti,corrupt-hivetrace,False,28930,5904,3365,1432,311,381,363,378,75,33911,1650,1667,1667,1503,1340,1260,1281,0.8305104208531894,0.8958043040718378,0.8619225669978698
model:traciora,corrupt-hivetrace,False,28830,8952,3465,1432,397,587,569,378,162,33911,3787,1667,1667,1485,1237,1028,1049,0.7630617754486263,0.8927078495123084,0.8228091955991266
model:ru-pii-ner,corrupt-hivetrace,False,24670,797,7625,1432,272,315,281,378,26,33911,242,1667,1667,1481,1389,1341,1379,0.9687045981073547,0.7638953398358879,0.854194799349053
model:ru-legal-ner,corrupt-hivetrace,False,26814,12647,5481,1432,498,725,697,378,217,33911,7584,1667,1667,1476,1148,896,927,0.6795063480398368,0.830283325592197,0.7473660739171637
model:ru-legal-ner+homoglyph,corrupt-hivetrace,False,26602,11463,5693,1432,500,718,692,378,170,33911,6326,1667,1667,1472,1144,905,934,0.6988572179167214,0.8237188419259948,0.7561682774303582
model:pii-shield-onnx,corrupt-hivetrace,False,27667,7122,4628,1432,447,571,542,378,162,33911,5178,1667,1667,1465,1189,1053,1083,0.79528011727845,0.8566960829849822,0.824846461153181
model:opf-ru-v2,corrupt-hivetrace,False,26860,2334,5435,1432,491,566,547,378,45,33911,559,1667,1667,1454,1138,1051,1072,0.9200520654929095,0.8317076946895804,0.8736521979541056
model:opf-ru-v2+homoglyph,corrupt-hivetrace,False,26853,2337,5442,1432,486,559,541,378,39,33911,489,1667,1667,1452,1145,1058,1078,0.9199383350462487,0.8314909428704134,0.8734813369114418
model:opf-kz-ru,corrupt-hivetrace,False,26728,5167,5567,1432,418,473,456,378,49,33911,854,1667,1667,1451,1221,1156,1174,0.8379996864712337,0.8276203746710017,0.8327776912291633
model:gliner2-fastino-ru,corrupt-hivetrace,False,21245,386,11050,1432,327,344,344,378,12,33911,91,1667,1667,1430,1328,1311,1311,0.9821552401645787,0.657841771172008,0.7879316099840522
model:nuner-zero,corrupt-hivetrace,False,24504,6801,7791,1432,517,756,756,378,73,33911,703,1667,1667,1405,1121,817,817,0.7827503593675131,0.7587552252670692,0.770566037735849
model:gliner-nvidia-ru,corrupt-hivetrace,False,24003,2866,8292,1432,452,487,487,378,63,33911,638,1667,1667,1404,1186,1143,1143,0.89333432580297,0.7432419879238272,0.8114055844770469
model:openmed-multilingual,corrupt-hivetrace,False,23016,3484,9279,1432,686,815,802,378,118,33911,1253,1667,1667,1401,896,761,775,0.8685283018867924,0.7126799814212726,0.7829237180032315
model:gliner2-hivetrace-omni-ru,corrupt-hivetrace,False,19707,1153,12588,1432,425,426,426,378,40,33911,426,1667,1667,1363,1230,1229,1229,0.9447267497603068,0.6102183000464468,0.741491863418305
model:bardsai-eu,corrupt-hivetrace,False,24786,1158,7509,1432,644,807,795,378,10,33911,84,1667,1667,1338,992,816,829,0.9553654024051804,0.767487227124942,0.851182197496523
model:gliner-nvidia+homoglyph,corrupt-hivetrace,False,23922,9075,8373,1432,485,527,527,378,118,33911,2110,1667,1667,1322,1146,1102,1102,0.7249749977270661,0.7407338597306085,0.7327697114501011
model:gliner-nvidia,corrupt-hivetrace,False,23657,9062,8638,1432,491,523,523,378,115,33911,2020,1667,1667,1311,1140,1106,1106,0.7230355450961216,0.7325282551478557,0.7277509459501031
model:openai-base,corrupt-hivetrace,False,25661,4506,6634,1432,495,522,505,378,38,33911,840,1667,1667,1292,1144,1108,1126,0.8506314847349753,0.7945812045208237,0.8216515641510038
model:gravitee-small,corrupt-hivetrace,False,21258,24751,11037,1432,604,777,772,378,170,33911,3906,1667,1667,1249,1043,853,859,0.46204003564519985,0.6582443102647468,0.5429607682876991
model:gliner-pii-edge,corrupt-hivetrace,False,18316,5786,13979,1432,574,590,590,378,151,33911,2440,1667,1667,1244,1054,1038,1038,0.7599369346942162,0.5671466171233938,0.6495380959980142
model:gliner2-vladlinv-ru,corrupt-hivetrace,False,20248,362,12047,1432,498,505,505,378,16,33911,157,1667,1667,1219,1139,1131,1131,0.9824357108199903,0.6269701192135005,0.7654475002362725
model:gliner-urchade-ru,corrupt-hivetrace,False,19140,773,13155,1432,483,483,483,378,18,33911,181,1667,1667,1215,1153,1153,1153,0.9611811379500829,0.5926614026939154,0.7332209623046275
model:gliner-stream-pii,corrupt-hivetrace,False,17356,1656,14939,1432,850,872,872,378,83,33911,551,1667,1667,1181,697,672,672,0.9128971176099305,0.537420653351912,0.6765548560625256
model:gliner2-fastino,corrupt-hivetrace,False,17871,1488,14424,1432,575,582,582,378,36,33911,323,1667,1667,1162,1074,1067,1067,0.9231365256469859,0.5533673943334881,0.6919502845858984
model:gliner25-fastino-ru,corrupt-hivetrace,False,18548,862,13747,1432,616,639,639,378,14,33911,147,1667,1667,1150,1036,1012,1012,0.9555899021123132,0.5743303917015018,0.7174547916062276
model:gliner-urchade,corrupt-hivetrace,False,18812,3634,13483,1432,608,609,609,378,65,33911,680,1667,1667,1112,1043,1042,1042,0.8381003296801212,0.5825050317386592,0.6873093293874792
model:kalyan-ettin,corrupt-hivetrace,False,19475,1980,12820,1432,913,1201,1192,378,68,33911,718,1667,1667,1107,628,312,321,0.9077138196224657,0.6030345254683388,0.7246511627906979
model:gliner2-vladlinv+homoglyph,corrupt-hivetrace,False,18521,409,13774,1432,616,624,624,378,20,33911,149,1667,1667,1092,1013,1004,1004,0.9783940834653988,0.5734943489704288,0.7231234748657883
model:gliner2-vladlinv,corrupt-hivetrace,False,18438,416,13857,1432,619,628,628,378,17,33911,156,1667,1667,1088,1010,1001,1001,0.9779357165588204,0.5709242916860195,0.7209525112905434
model:gliner2-hivetrace-uni,corrupt-hivetrace,False,14043,2387,18252,1432,769,778,778,378,103,33911,1421,1667,1667,1079,845,832,832,0.8547169811320755,0.4348351137947051,0.5764186762442278
model:gliner2-hivetrace-omni,corrupt-hivetrace,False,17382,1181,14913,1432,693,693,693,378,39,33911,382,1667,1667,1054,962,962,962,0.9363788180789743,0.5382257315373897,0.6835502772425184
model:openmed-nemotron,corrupt-hivetrace,False,19528,13923,12767,1432,1012,1189,1187,378,184,33911,3929,1667,1667,1041,535,339,342,0.5837792592149712,0.6046756463848894,0.5940437441061053
model:gliner2-large,corrupt-hivetrace,False,15295,4408,17000,1432,795,797,797,378,98,33911,847,1667,1667,999,831,829,829,0.7762777242044359,0.47360272488001237,0.5882918573791299
model:fef2-secret-ru,corrupt-hivetrace,False,18444,3294,13851,1432,826,931,929,378,24,33911,302,1667,1667,998,759,645,648,0.8484681203422578,0.5711100789595913,0.6826939092776636
model:gliner25-fastino,corrupt-hivetrace,False,15777,1555,16518,1432,845,858,858,378,33,33911,333,1667,1667,892,787,773,773,0.9102815601200093,0.4885276358569438,0.6358232413807001
model:gliner-multi-v21-ru,corrupt-hivetrace,False,11453,3001,20842,1432,1067,1079,1079,378,22,33911,241,1667,1667,795,524,510,510,0.7923758129237581,0.3546369407028952,0.48997839525979175
model:rules-ru,corrupt-hivetrace,False,12746,140,19549,1432,882,909,882,378,0,33911,0,1667,1667,763,693,665,693,0.9891354958870091,0.3946740981576095,0.5642194727872335
