composition,members,votes,dataset,lang,kind,status,missed,gold_spans
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,nemotron-pii,en,pii,ok,14,9391
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,nerel,ru,pii,ok,843,24369
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,nym-en,en,pii,ok,8,3584
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,nym-multi,multi,pii,ok,21,8169
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,nym-ru,ru,pii,ok,2,9497
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,privy,en,pii,ok,10,1899
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,redact-multi,multi,pii,ok,289,22864
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,redact-ru,ru,pii,ok,127,9230
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,redmadrobot,ru,pii,ok,44,5516
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,rubai-ru,ru,pii,ok,8,3458
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,russian-pii-66k,ru,pii,ok,0,4805
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,scanpatch,ru,pii,ok,82,8708
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,secrets-issues,en,secrets,ok,0,288
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,secrets-rules,en,secrets,ok,0,746
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,synth-env-configs,en,secrets,ok,0,392
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,synth-jira-comments,ru,pii,ok,0,2705
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,synth-ru-tickets,ru,pii,ok,3,32099
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,synth-secrets-en,en,secrets,ok,0,581
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,synth-secrets-ru,ru,secrets,ok,0,581
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,synth-wiki-tables,ru,pii,ok,35,13094
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,tab-echr,en,pii,ok,37,3830
pplx+fastino+bardsai+mmbert,pplx + gliner2-fastino + bardsai-eu + mmbert32k,1,tonicai,en,pii,ok,59,2417
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,alexen2,ru,pii,ok,28,1261
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,alrosait,ru,pii,ok,17,1862
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,ameau01,en,pii,ok,563,2242
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,arthur-passwords,en,secrets,ok,0,280
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,corrupt-hivetrace,ru,pii,ok,106,1667
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,corrupt-redmadrobot,ru,pii,ok,1368,5531
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,corrupt-secrets-issues,en,secrets,ok,17,288
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,creddata,en,secrets,ok,28,776
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,dialogpii-en,en,pii,ok,846,3087
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,dialogpii-multi,multi,pii,ok,4036,10345
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,factrueval,ru,pii,ok,5879,7966
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,gretel-multi,multi,pii,ok,871,4484
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,hivetrace,ru,pii,ok,41,1667
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,jayguard,ru,pii,ok,264,1195
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,kiji-en,en,pii,ok,363,7623
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,kiji-multi,multi,pii,ok,437,7565
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,leak-museum,en,secrets,ok,24,101
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,leaky-repo,en,secrets,ok,10,95
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,multiconer-ru,ru,pii,ok,1023,1208
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,nemotron-pii,en,pii,train,,9391
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,nerel,ru,pii,ok,19408,24369
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,nym-en,en,pii,ok,315,3584
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,nym-multi,multi,pii,ok,962,8169
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,nym-ru,ru,pii,ok,727,9497
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,privy,en,pii,ok,242,1899
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,redact-multi,multi,pii,ok,3854,22864
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,redact-ru,ru,pii,ok,1186,9230
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,redmadrobot,ru,pii,ok,1050,5516
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,rubai-ru,ru,pii,ok,39,3458
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,russian-pii-66k,ru,pii,ok,16,4805
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,scanpatch,ru,pii,ok,1716,8708
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,secrets-issues,en,secrets,ok,12,288
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,secrets-rules,en,secrets,ok,22,746
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,synth-env-configs,en,secrets,ok,8,392
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,synth-jira-comments,ru,pii,ok,157,2705
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,synth-ru-tickets,ru,pii,ok,8620,32099
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,synth-secrets-en,en,secrets,ok,14,581
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,synth-secrets-ru,ru,secrets,ok,11,581
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,synth-wiki-tables,ru,pii,ok,2019,13094
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,tab-echr,en,pii,ok,2446,3830
"vote2(pplx,opf2,nvidia)",pplx + opf-ru-v2 + gliner-nvidia,2,tonicai,en,pii,ok,507,2417
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,alexen2,ru,pii,missing,,1261
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,alrosait,ru,pii,ok,17,1862
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,ameau01,en,pii,missing,,2242
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,arthur-passwords,en,secrets,missing,,280
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,corrupt-hivetrace,ru,pii,missing,,1667
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,corrupt-redmadrobot,ru,pii,missing,,5531
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,corrupt-secrets-issues,en,secrets,missing,,288
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,creddata,en,secrets,missing,,776
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,dialogpii-en,en,pii,missing,,3087
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,dialogpii-multi,multi,pii,missing,,10345
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,factrueval,ru,pii,missing,,7966
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,gretel-multi,multi,pii,missing,,4484
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,hivetrace,ru,pii,ok,41,1667
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,jayguard,ru,pii,ok,264,1195
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,kiji-en,en,pii,missing,,7623
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,kiji-multi,multi,pii,missing,,7565
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,leak-museum,en,secrets,missing,,101
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,leaky-repo,en,secrets,ok,10,95
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,multiconer-ru,ru,pii,missing,,1208
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,nemotron-pii,en,pii,train,,9391
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,nerel,ru,pii,missing,,24369
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,nym-en,en,pii,missing,,3584
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,nym-multi,multi,pii,missing,,8169
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,nym-ru,ru,pii,ok,727,9497
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,privy,en,pii,missing,,1899
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,redact-multi,multi,pii,missing,,22864
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,redact-ru,ru,pii,missing,,9230
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,redmadrobot,ru,pii,ok,1050,5516
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,rubai-ru,ru,pii,missing,,3458
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,russian-pii-66k,ru,pii,ok,16,4805
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,scanpatch,ru,pii,ok,1716,8708
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,secrets-issues,en,secrets,ok,7,288
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,secrets-rules,en,secrets,train,,746
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,synth-env-configs,en,secrets,missing,,392
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,synth-jira-comments,ru,pii,missing,,2705
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,synth-ru-tickets,ru,pii,missing,,32099
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,synth-secrets-en,en,secrets,missing,,581
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,synth-secrets-ru,ru,secrets,missing,,581
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,synth-wiki-tables,ru,pii,missing,,13094
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,tab-echr,en,pii,missing,,3830
"vote2(gitleaks,pplx,opf2,nvidia)",gitleaks + pplx + opf-ru-v2 + gliner-nvidia,2,tonicai,en,pii,missing,,2417
