system,dataset,train,category,gold,original_gold,characters,hit,hidden,raw_hidden,original_hidden,covered_characters
composition:pplx+fastino+mmbert,redact-ru,False,names,3854,3887,46154,3851,3832,3793,3864,46102
composition:pplx+fastino+mmbert,redact-ru,False,organizations,366,366,7533,360,197,198,198,5952
composition:pplx+fastino+mmbert,redact-ru,False,secrets,11,11,434,11,8,8,8,338
composition:pplx+fastino+mmbert,redact-ru,False,network,54,54,769,54,51,51,51,760
composition:pplx+fastino+bardsai,redact-ru,False,other,889,900,21163,722,604,598,605,11718
composition:pplx+fastino+bardsai,redact-ru,False,addresses,835,836,21853,831,795,793,794,21168
composition:pplx+fastino+bardsai,redact-ru,False,accounts,1160,1166,17186,1158,1128,1126,1131,16905
composition:pplx+fastino+bardsai,redact-ru,False,financial,65,66,823,65,51,50,51,620
composition:pplx+fastino+bardsai,redact-ru,False,dates,324,324,3585,324,323,323,323,3576
composition:pplx+fastino+bardsai,redact-ru,False,identity,473,474,5971,473,453,453,454,5764
composition:pplx+fastino+bardsai,redact-ru,False,contacts,1199,1200,25218,1198,1172,1171,1172,24750
composition:pplx+fastino+bardsai,redact-ru,False,names,3854,3887,46154,3854,3847,3823,3879,46140
composition:pplx+fastino+bardsai,redact-ru,False,organizations,366,366,7533,361,276,275,275,7159
composition:pplx+fastino+bardsai,redact-ru,False,secrets,11,11,434,11,8,8,8,338
composition:pplx+fastino+bardsai,redact-ru,False,network,54,54,769,54,50,50,50,759
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,other,889,900,21163,768,636,600,630,12003
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,addresses,835,836,21853,833,796,795,796,21203
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,accounts,1160,1166,17186,1160,1132,1128,1133,16949
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,financial,65,66,823,65,51,51,52,629
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,dates,324,324,3585,324,323,323,323,3576
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,identity,473,474,5971,473,453,453,454,5764
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,contacts,1199,1200,25218,1199,1172,1171,1172,24762
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,names,3854,3887,46154,3854,3847,3823,3879,46140
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,organizations,366,366,7533,362,276,278,278,7178
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,secrets,11,11,434,11,8,8,8,338
composition:pplx+fastino+bardsai+mmbert,redact-ru,False,network,54,54,769,54,51,51,51,760
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,other,889,900,21163,398,308,295,297,5246
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,addresses,835,836,21853,708,636,633,634,19458
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,accounts,1160,1166,17186,950,783,743,746,12926
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,financial,65,66,823,44,14,12,12,299
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,dates,324,324,3585,323,289,288,288,3418
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,identity,473,474,5971,457,411,406,407,5315
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,contacts,1199,1200,25218,1190,1156,1154,1155,24585
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,names,3854,3887,46154,3824,3714,3657,3752,45490
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,organizations,366,366,7533,86,49,46,46,1321
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,secrets,11,11,434,11,8,8,8,338
"composition:vote2(pplx,opf2,nvidia)",redact-ru,False,network,54,54,769,53,49,49,49,725
model:pplx+cpu-int8,redmadrobot,False,identity,2055,2140,20999,2043,1868,1844,1933,20198
model:pplx+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,1014,966,898,900,10917
model:pplx+cpu-int8,redmadrobot,False,financial,202,203,3869,202,190,188,189,3808
model:pplx+cpu-int8,redmadrobot,False,contacts,389,394,7596,386,321,319,324,7300
model:pplx+cpu-int8,redmadrobot,False,names,1260,1264,9370,1231,1214,1188,1193,9156
model:pplx+cpu-int8,redmadrobot,False,network,361,361,9789,326,279,278,278,7778
model:nym-base,redmadrobot,False,identity,2055,2140,20999,1703,1549,1404,1469,15108
model:nym-base,redmadrobot,False,addresses,1249,1252,13519,1088,940,921,923,10890
model:nym-base,redmadrobot,False,financial,202,203,3869,201,177,164,165,3685
model:nym-base,redmadrobot,False,contacts,389,394,7596,368,283,281,286,6111
model:nym-base,redmadrobot,False,names,1260,1264,9370,1219,1200,1183,1187,9047
model:nym-base,redmadrobot,False,network,361,361,9789,337,293,271,271,7929
model:pplx,redmadrobot,False,identity,2055,2140,20999,2000,1793,1759,1847,19164
model:pplx,redmadrobot,False,addresses,1249,1252,13519,771,733,695,696,8288
model:pplx,redmadrobot,False,financial,202,203,3869,201,173,170,171,3614
model:pplx,redmadrobot,False,contacts,389,394,7596,383,312,310,315,7032
model:pplx,redmadrobot,False,names,1260,1264,9370,1141,1124,1091,1096,8514
model:pplx,redmadrobot,False,network,361,361,9789,245,215,214,214,5612
model:nym-base+cpu-int8,redmadrobot,False,identity,2055,2140,20999,1627,1467,1283,1339,14571
model:nym-base+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,986,836,802,804,9853
model:nym-base+cpu-int8,redmadrobot,False,financial,202,203,3869,201,171,154,155,3598
model:nym-base+cpu-int8,redmadrobot,False,contacts,389,394,7596,356,283,276,281,6036
model:nym-base+cpu-int8,redmadrobot,False,names,1260,1264,9370,1177,1158,1126,1129,8754
model:nym-base+cpu-int8,redmadrobot,False,network,361,361,9789,345,299,276,276,8051
model:nym-small,redmadrobot,False,identity,2055,2140,20999,1597,1434,1283,1348,14323
model:nym-small,redmadrobot,False,addresses,1249,1252,13519,1051,875,846,848,10590
model:nym-small,redmadrobot,False,financial,202,203,3869,195,157,154,155,3468
model:nym-small,redmadrobot,False,contacts,389,394,7596,347,282,286,291,6041
model:nym-small,redmadrobot,False,names,1260,1264,9370,1181,1162,1141,1145,8817
model:nym-small,redmadrobot,False,network,361,361,9789,315,254,240,240,7686
model:gliner2-fastino-ru,redmadrobot,False,identity,2055,2140,20999,1547,1503,1493,1570,15420
model:gliner2-fastino-ru,redmadrobot,False,addresses,1249,1252,13519,1124,1040,1039,1043,11677
model:gliner2-fastino-ru,redmadrobot,False,financial,202,203,3869,196,196,195,196,3740
model:gliner2-fastino-ru,redmadrobot,False,contacts,389,394,7596,372,361,361,362,7086
model:gliner2-fastino-ru,redmadrobot,False,names,1260,1264,9370,1184,1166,1165,1170,8807
model:gliner2-fastino-ru,redmadrobot,False,network,361,361,9789,180,154,154,154,3136
model:mmbert32k,redmadrobot,False,identity,2055,2140,20999,1586,1245,462,492,14216
model:mmbert32k,redmadrobot,False,addresses,1249,1252,13519,946,596,377,379,8500
model:mmbert32k,redmadrobot,False,financial,202,203,3869,195,80,75,75,3326
model:mmbert32k,redmadrobot,False,contacts,389,394,7596,355,163,130,131,5492
model:mmbert32k,redmadrobot,False,names,1260,1264,9370,1071,1058,807,807,7957
model:mmbert32k,redmadrobot,False,network,361,361,9789,328,129,93,93,5537
model:gliner-nvidia-ru,redmadrobot,False,identity,2055,2140,20999,1458,1448,1448,1510,14359
model:gliner-nvidia-ru,redmadrobot,False,addresses,1249,1252,13519,1056,921,918,921,10453
model:gliner-nvidia-ru,redmadrobot,False,financial,202,203,3869,191,190,190,191,3655
model:gliner-nvidia-ru,redmadrobot,False,contacts,389,394,7596,353,350,350,355,7024
model:gliner-nvidia-ru,redmadrobot,False,names,1260,1264,9370,1146,1127,1127,1133,8524
model:gliner-nvidia-ru,redmadrobot,False,network,361,361,9789,248,245,245,245,4815
model:ru-pii-ner,redmadrobot,False,identity,2055,2140,20999,1926,1890,1881,1966,19773
model:ru-pii-ner,redmadrobot,False,addresses,1249,1252,13519,596,575,574,574,6948
model:ru-pii-ner,redmadrobot,False,financial,202,203,3869,193,169,169,170,3363
model:ru-pii-ner,redmadrobot,False,contacts,389,394,7596,315,273,270,274,5508
model:ru-pii-ner,redmadrobot,False,names,1260,1264,9370,1204,1186,1183,1188,9002
model:ru-pii-ner,redmadrobot,False,network,361,361,9789,172,134,133,133,3088
model:apararti,redmadrobot,False,identity,2055,2140,20999,1821,1632,1525,1609,16677
model:apararti,redmadrobot,False,addresses,1249,1252,13519,695,626,553,554,7447
model:apararti,redmadrobot,False,financial,202,203,3869,200,183,177,178,3750
model:apararti,redmadrobot,False,contacts,389,394,7596,351,283,285,290,6255
model:apararti,redmadrobot,False,names,1260,1264,9370,1008,993,921,925,7617
model:apararti,redmadrobot,False,network,361,361,9789,239,212,208,208,5348
model:gliner2-fastino,redmadrobot,False,identity,2055,2140,20999,1306,1258,1254,1330,12776
model:gliner2-fastino,redmadrobot,False,addresses,1249,1252,13519,1134,1061,1061,1066,11951
model:gliner2-fastino,redmadrobot,False,financial,202,203,3869,199,199,198,199,3797
model:gliner2-fastino,redmadrobot,False,contacts,389,394,7596,375,352,352,353,7037
model:gliner2-fastino,redmadrobot,False,names,1260,1264,9370,1076,1057,1057,1063,7990
model:gliner2-fastino,redmadrobot,False,network,361,361,9789,196,152,152,152,3356
model:ru-legal-ner,redmadrobot,False,identity,2055,2140,20999,1627,1377,1221,1282,13819
model:ru-legal-ner,redmadrobot,False,addresses,1249,1252,13519,688,521,425,429,6426
model:ru-legal-ner,redmadrobot,False,financial,202,203,3869,158,115,60,61,2744
model:ru-legal-ner,redmadrobot,False,contacts,389,394,7596,378,235,219,224,6361
model:ru-legal-ner,redmadrobot,False,names,1260,1264,9370,1049,1038,946,950,7940
model:ru-legal-ner,redmadrobot,False,network,361,361,9789,257,16,11,11,3791
model:ru-legal-ner+cpu-int8,redmadrobot,False,identity,2055,2140,20999,1621,1377,1224,1288,13730
model:ru-legal-ner+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,682,525,425,429,6397
model:ru-legal-ner+cpu-int8,redmadrobot,False,financial,202,203,3869,158,117,58,59,2766
model:ru-legal-ner+cpu-int8,redmadrobot,False,contacts,389,394,7596,374,235,222,227,6337
model:ru-legal-ner+cpu-int8,redmadrobot,False,names,1260,1264,9370,1054,1043,950,954,7982
model:ru-legal-ner+cpu-int8,redmadrobot,False,network,361,361,9789,257,14,10,10,3707
model:gliner-nvidia,redmadrobot,False,identity,2055,2140,20999,1031,1024,1022,1092,10113
model:gliner-nvidia,redmadrobot,False,addresses,1249,1252,13519,1082,1001,996,1002,11143
model:gliner-nvidia,redmadrobot,False,financial,202,203,3869,169,169,168,169,3335
model:gliner-nvidia,redmadrobot,False,contacts,389,394,7596,357,354,354,359,7102
model:gliner-nvidia,redmadrobot,False,names,1260,1264,9370,1203,1184,1184,1190,8925
model:gliner-nvidia,redmadrobot,False,network,361,361,9789,247,245,245,245,4763
model:bardsai-eu,redmadrobot,False,identity,2055,2140,20999,1130,1009,849,892,11460
model:bardsai-eu,redmadrobot,False,addresses,1249,1252,13519,1046,948,891,893,11061
model:bardsai-eu,redmadrobot,False,financial,202,203,3869,152,102,74,74,2525
model:bardsai-eu,redmadrobot,False,contacts,389,394,7596,354,139,117,124,5062
model:bardsai-eu,redmadrobot,False,names,1260,1264,9370,1176,1158,1120,1126,8760
model:bardsai-eu,redmadrobot,False,network,361,361,9789,222,113,105,105,3886
model:opf-kz-ru,redmadrobot,False,identity,2055,2140,20999,1859,1666,1645,1728,16321
model:opf-kz-ru,redmadrobot,False,addresses,1249,1252,13519,477,354,278,278,4641
model:opf-kz-ru,redmadrobot,False,financial,202,203,3869,192,174,174,175,3674
model:opf-kz-ru,redmadrobot,False,contacts,389,394,7596,361,289,289,293,6501
model:opf-kz-ru,redmadrobot,False,names,1260,1264,9370,873,858,764,767,6591
model:opf-kz-ru,redmadrobot,False,network,361,361,9789,252,219,209,209,5689
model:gliner2-hivetrace-omni-ru,redmadrobot,False,identity,2055,2140,20999,1299,1254,1251,1315,12665
model:gliner2-hivetrace-omni-ru,redmadrobot,False,addresses,1249,1252,13519,1082,840,840,844,10664
model:gliner2-hivetrace-omni-ru,redmadrobot,False,financial,202,203,3869,196,196,195,196,3734
model:gliner2-hivetrace-omni-ru,redmadrobot,False,contacts,389,394,7596,362,361,361,362,6996
model:gliner2-hivetrace-omni-ru,redmadrobot,False,names,1260,1264,9370,865,847,847,849,6228
model:gliner2-hivetrace-omni-ru,redmadrobot,False,network,361,361,9789,169,159,158,158,2817
model:opf-ru,redmadrobot,False,identity,2055,2140,20999,1521,1121,854,913,12319
model:opf-ru,redmadrobot,False,addresses,1249,1252,13519,688,439,332,333,5922
model:opf-ru,redmadrobot,False,financial,202,203,3869,173,82,87,88,2646
model:opf-ru,redmadrobot,False,contacts,389,394,7596,350,251,245,250,5720
model:opf-ru,redmadrobot,False,names,1260,1264,9370,1011,994,892,896,7626
model:opf-ru,redmadrobot,False,network,361,361,9789,205,27,16,16,2735
model:openai-base,redmadrobot,False,identity,2055,2140,20999,1677,1537,1499,1574,15040
model:openai-base,redmadrobot,False,addresses,1249,1252,13519,586,534,506,507,6343
model:openai-base,redmadrobot,False,financial,202,203,3869,183,165,164,165,3465
model:openai-base,redmadrobot,False,contacts,389,394,7596,344,288,283,288,6234
model:openai-base,redmadrobot,False,names,1260,1264,9370,922,909,882,886,6954
model:openai-base,redmadrobot,False,network,361,361,9789,181,162,159,159,4104
model:gliner-stream-pii,redmadrobot,False,identity,2055,2140,20999,1321,848,842,902,8669
model:gliner-stream-pii,redmadrobot,False,addresses,1249,1252,13519,848,607,606,609,7587
model:gliner-stream-pii,redmadrobot,False,financial,202,203,3869,194,37,37,37,1746
model:gliner-stream-pii,redmadrobot,False,contacts,389,394,7596,306,251,251,255,5601
model:gliner-stream-pii,redmadrobot,False,names,1260,1264,9370,905,886,886,889,6751
model:gliner-stream-pii,redmadrobot,False,network,361,361,9789,252,173,173,173,4466
model:traciora,redmadrobot,False,identity,2055,2140,20999,1322,1051,759,823,12646
model:traciora,redmadrobot,False,addresses,1249,1252,13519,739,652,572,573,7853
model:traciora,redmadrobot,False,financial,202,203,3869,192,161,159,160,3508
model:traciora,redmadrobot,False,contacts,389,394,7596,363,300,292,296,6482
model:traciora,redmadrobot,False,names,1260,1264,9370,998,982,912,916,7658
model:traciora,redmadrobot,False,network,361,361,9789,183,124,107,107,3508
model:gliner2-hivetrace-omni,redmadrobot,False,identity,2055,2140,20999,977,938,937,1000,8505
model:gliner2-hivetrace-omni,redmadrobot,False,addresses,1249,1252,13519,1072,878,877,881,10676
model:gliner2-hivetrace-omni,redmadrobot,False,financial,202,203,3869,198,198,197,198,3778
model:gliner2-hivetrace-omni,redmadrobot,False,contacts,389,394,7596,361,352,352,353,6933
model:gliner2-hivetrace-omni,redmadrobot,False,names,1260,1264,9370,1006,987,987,991,7227
model:gliner2-hivetrace-omni,redmadrobot,False,network,361,361,9789,161,150,149,149,2577
model:pii-shield-onnx,redmadrobot,False,identity,2055,2140,20999,1233,1046,849,895,13126
model:pii-shield-onnx,redmadrobot,False,addresses,1249,1252,13519,857,716,616,617,9374
model:pii-shield-onnx,redmadrobot,False,financial,202,203,3869,176,145,136,137,2993
model:pii-shield-onnx,redmadrobot,False,contacts,389,394,7596,310,284,282,287,5506
model:pii-shield-onnx,redmadrobot,False,names,1260,1264,9370,883,869,782,783,6753
model:pii-shield-onnx,redmadrobot,False,network,361,361,9789,289,197,182,182,6617
model:opf-ru-v2,redmadrobot,False,identity,2055,2140,20999,1614,1309,1193,1269,14115
model:opf-ru-v2,redmadrobot,False,addresses,1249,1252,13519,511,426,375,376,5185
model:opf-ru-v2,redmadrobot,False,financial,202,203,3869,175,142,139,140,3044
model:opf-ru-v2,redmadrobot,False,contacts,389,394,7596,332,251,245,249,5756
model:opf-ru-v2,redmadrobot,False,names,1260,1264,9370,939,927,857,860,7134
model:opf-ru-v2,redmadrobot,False,network,361,361,9789,163,113,92,92,3000
model:gravitee-small+cpu-int8,redmadrobot,False,identity,2055,2140,20999,1008,884,781,831,8634
model:gravitee-small+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,854,784,679,680,9073
model:gravitee-small+cpu-int8,redmadrobot,False,financial,202,203,3869,188,145,126,127,3325
model:gravitee-small+cpu-int8,redmadrobot,False,contacts,389,394,7596,367,304,289,293,6838
model:gravitee-small+cpu-int8,redmadrobot,False,names,1260,1264,9370,972,962,903,906,7374
model:gravitee-small+cpu-int8,redmadrobot,False,network,361,361,9789,342,268,250,250,8219
model:gliner2-large,redmadrobot,False,identity,2055,2140,20999,1143,1103,1092,1159,10622
model:gliner2-large,redmadrobot,False,addresses,1249,1252,13519,882,785,785,785,9267
model:gliner2-large,redmadrobot,False,financial,202,203,3869,171,164,161,162,3253
model:gliner2-large,redmadrobot,False,contacts,389,394,7596,365,362,361,362,7101
model:gliner2-large,redmadrobot,False,names,1260,1264,9370,810,792,792,795,6115
model:gliner2-large,redmadrobot,False,network,361,361,9789,234,203,203,203,4479
model:gravitee-small,redmadrobot,False,identity,2055,2140,20999,938,832,742,783,8244
model:gravitee-small,redmadrobot,False,addresses,1249,1252,13519,807,742,650,652,8494
model:gravitee-small,redmadrobot,False,financial,202,203,3869,185,139,122,122,3250
model:gravitee-small,redmadrobot,False,contacts,389,394,7596,370,314,305,309,6931
model:gravitee-small,redmadrobot,False,names,1260,1264,9370,951,941,891,893,7225
model:gravitee-small,redmadrobot,False,network,361,361,9789,342,277,262,262,8384
model:nuner-zero,redmadrobot,False,identity,2055,2140,20999,1059,1026,706,817,9345
model:nuner-zero,redmadrobot,False,addresses,1249,1252,13519,931,840,450,452,10200
model:nuner-zero,redmadrobot,False,financial,202,203,3869,177,168,37,38,3340
model:nuner-zero,redmadrobot,False,contacts,389,394,7596,381,379,157,163,7490
model:nuner-zero,redmadrobot,False,names,1260,1264,9370,680,664,663,667,5111
model:nuner-zero,redmadrobot,False,network,361,361,9789,360,354,305,305,9600
model:gliner-pii-edge,redmadrobot,False,identity,2055,2140,20999,1434,1417,1417,1473,11760
model:gliner-pii-edge,redmadrobot,False,addresses,1249,1252,13519,624,453,451,454,5794
model:gliner-pii-edge,redmadrobot,False,financial,202,203,3869,184,182,182,183,3486
model:gliner-pii-edge,redmadrobot,False,contacts,389,394,7596,325,323,323,327,6148
model:gliner-pii-edge,redmadrobot,False,names,1260,1264,9370,720,717,717,720,5410
model:gliner-pii-edge,redmadrobot,False,network,361,361,9789,272,186,185,185,5274
model:openmed-multilingual,redmadrobot,False,identity,2055,2140,20999,1235,913,726,775,10639
model:openmed-multilingual,redmadrobot,False,addresses,1249,1252,13519,604,343,216,217,5363
model:openmed-multilingual,redmadrobot,False,financial,202,203,3869,192,151,145,146,3243
model:openmed-multilingual,redmadrobot,False,contacts,389,394,7596,303,217,213,217,4743
model:openmed-multilingual,redmadrobot,False,names,1260,1264,9370,756,739,520,523,5586
model:openmed-multilingual,redmadrobot,False,network,361,361,9789,326,277,274,274,7173
model:gliner-urchade,redmadrobot,False,identity,2055,2140,20999,1342,1335,1335,1395,12877
model:gliner-urchade,redmadrobot,False,addresses,1249,1252,13519,1041,996,996,998,11298
model:gliner-urchade,redmadrobot,False,financial,202,203,3869,178,177,177,178,3408
model:gliner-urchade,redmadrobot,False,contacts,389,394,7596,359,356,356,361,7059
model:gliner-urchade,redmadrobot,False,names,1260,1264,9370,226,226,226,226,1704
model:gliner-urchade,redmadrobot,False,network,361,361,9789,248,225,224,224,4752
model:gliner-urchade-ru,redmadrobot,False,identity,2055,2140,20999,1473,1463,1463,1530,14582
model:gliner-urchade-ru,redmadrobot,False,addresses,1249,1252,13519,1046,1014,1014,1016,11444
model:gliner-urchade-ru,redmadrobot,False,financial,202,203,3869,157,156,155,155,2982
model:gliner-urchade-ru,redmadrobot,False,contacts,389,394,7596,333,332,332,337,6619
model:gliner-urchade-ru,redmadrobot,False,names,1260,1264,9370,147,146,146,146,1154
model:gliner-urchade-ru,redmadrobot,False,network,361,361,9789,210,197,196,196,4038
model:mmbert32k+cpu-int8,redmadrobot,False,identity,2055,2140,20999,1535,1025,23,27,12793
model:mmbert32k+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,513,251,36,36,4401
model:mmbert32k+cpu-int8,redmadrobot,False,financial,202,203,3869,192,47,1,2,2781
model:mmbert32k+cpu-int8,redmadrobot,False,contacts,389,394,7596,290,45,7,7,3453
model:mmbert32k+cpu-int8,redmadrobot,False,names,1260,1264,9370,523,517,150,150,4011
model:mmbert32k+cpu-int8,redmadrobot,False,network,361,361,9789,305,15,5,5,3686
model:fef2-secret-ru,redmadrobot,False,identity,2055,2140,20999,1048,946,823,893,11146
model:fef2-secret-ru,redmadrobot,False,addresses,1249,1252,13519,872,750,726,727,9410
model:fef2-secret-ru,redmadrobot,False,financial,202,203,3869,137,114,98,98,2555
model:fef2-secret-ru,redmadrobot,False,contacts,389,394,7596,212,174,167,169,4184
model:fef2-secret-ru,redmadrobot,False,names,1260,1264,9370,1058,1041,1028,1034,7943
model:fef2-secret-ru,redmadrobot,False,network,361,361,9789,22,9,8,8,292
model:gliner25-fastino-ru,redmadrobot,False,identity,2055,2140,20999,1309,1245,1228,1293,12954
model:gliner25-fastino-ru,redmadrobot,False,addresses,1249,1252,13519,447,412,412,413,5092
model:gliner25-fastino-ru,redmadrobot,False,financial,202,203,3869,170,166,163,163,3204
model:gliner25-fastino-ru,redmadrobot,False,contacts,389,394,7596,341,335,335,338,6794
model:gliner25-fastino-ru,redmadrobot,False,names,1260,1264,9370,960,944,944,948,7144
model:gliner25-fastino-ru,redmadrobot,False,network,361,361,9789,97,93,93,93,1947
model:gliner2-hivetrace-uni,redmadrobot,False,identity,2055,2140,20999,1351,1296,1295,1372,12064
model:gliner2-hivetrace-uni,redmadrobot,False,addresses,1249,1252,13519,945,864,864,867,9978
model:gliner2-hivetrace-uni,redmadrobot,False,financial,202,203,3869,74,64,63,63,1177
model:gliner2-hivetrace-uni,redmadrobot,False,contacts,389,394,7596,350,343,342,345,6631
model:gliner2-hivetrace-uni,redmadrobot,False,names,1260,1264,9370,560,550,550,552,3836
model:gliner2-hivetrace-uni,redmadrobot,False,network,361,361,9789,27,13,13,13,317
model:kalyan-ettin,redmadrobot,False,identity,2055,2140,20999,864,705,348,360,6795
model:kalyan-ettin,redmadrobot,False,addresses,1249,1252,13519,637,397,183,184,5574
model:kalyan-ettin,redmadrobot,False,financial,202,203,3869,136,93,65,66,2103
model:kalyan-ettin,redmadrobot,False,contacts,389,394,7596,272,182,155,155,4423
model:kalyan-ettin,redmadrobot,False,names,1260,1264,9370,915,899,561,565,6775
model:kalyan-ettin,redmadrobot,False,network,361,361,9789,306,161,158,158,5941
model:openmed-nemotron,redmadrobot,False,identity,2055,2140,20999,569,446,242,252,4617
model:openmed-nemotron,redmadrobot,False,addresses,1249,1252,13519,776,516,353,355,7481
model:openmed-nemotron,redmadrobot,False,financial,202,203,3869,148,123,105,106,2475
model:openmed-nemotron,redmadrobot,False,contacts,389,394,7596,302,190,170,171,4684
model:openmed-nemotron,redmadrobot,False,names,1260,1264,9370,978,960,666,668,7387
model:openmed-nemotron,redmadrobot,False,network,361,361,9789,300,261,255,255,6890
model:gliner2-vladlinv-ru,redmadrobot,False,identity,2055,2140,20999,1600,1589,1585,1664,14825
model:gliner2-vladlinv-ru,redmadrobot,False,addresses,1249,1252,13519,247,243,243,243,3097
model:gliner2-vladlinv-ru,redmadrobot,False,financial,202,203,3869,151,151,151,152,2845
model:gliner2-vladlinv-ru,redmadrobot,False,contacts,389,394,7596,281,280,280,285,5170
model:gliner2-vladlinv-ru,redmadrobot,False,names,1260,1264,9370,761,748,747,750,5691
model:gliner2-vladlinv-ru,redmadrobot,False,network,361,361,9789,23,23,23,23,339
model:fef2-secret-ru+cpu-int8,redmadrobot,False,identity,2055,2140,20999,814,671,527,582,7961
model:fef2-secret-ru+cpu-int8,redmadrobot,False,addresses,1249,1252,13519,844,731,697,698,9134
model:fef2-secret-ru+cpu-int8,redmadrobot,False,financial,202,203,3869,85,50,41,41,1446
model:fef2-secret-ru+cpu-int8,redmadrobot,False,contacts,389,394,7596,189,131,127,128,3359
model:fef2-secret-ru+cpu-int8,redmadrobot,False,names,1260,1264,9370,1065,1049,1028,1034,7992
model:fef2-secret-ru+cpu-int8,redmadrobot,False,network,361,361,9789,14,5,4,4,154
model:ner-ru-yqelz,redmadrobot,False,identity,2055,2140,20999,403,222,169,191,2477
model:ner-ru-yqelz,redmadrobot,False,addresses,1249,1252,13519,976,891,859,862,10563
model:ner-ru-yqelz,redmadrobot,False,financial,202,203,3869,84,37,9,9,1121
model:ner-ru-yqelz,redmadrobot,False,contacts,389,394,7596,96,14,9,9,1001
model:ner-ru-yqelz,redmadrobot,False,names,1260,1264,9370,1133,1115,1090,1094,8415
model:ner-ru-yqelz,redmadrobot,False,network,361,361,9789,95,12,6,6,1444
model:gliner2-vladlinv,redmadrobot,False,identity,2055,2140,20999,1290,1281,1280,1354,11561
model:gliner2-vladlinv,redmadrobot,False,addresses,1249,1252,13519,234,230,230,230,2867
model:gliner2-vladlinv,redmadrobot,False,financial,202,203,3869,86,86,86,87,1645
model:gliner2-vladlinv,redmadrobot,False,contacts,389,394,7596,284,282,282,287,5211
model:gliner2-vladlinv,redmadrobot,False,names,1260,1264,9370,817,800,800,803,6050
model:gliner2-vladlinv,redmadrobot,False,network,361,361,9789,42,41,41,41,641
model:stanza-ru,redmadrobot,False,identity,2055,2140,20999,407,243,239,267,2177
model:stanza-ru,redmadrobot,False,addresses,1249,1252,13519,1016,898,891,894,10861
model:stanza-ru,redmadrobot,False,financial,202,203,3869,10,8,6,6,160
model:stanza-ru,redmadrobot,False,contacts,389,394,7596,26,20,20,20,491
model:stanza-ru,redmadrobot,False,names,1260,1264,9370,1195,1177,1176,1182,8894
model:stanza-ru,redmadrobot,False,network,361,361,9789,74,25,25,25,992
model:gliner-pii-base,redmadrobot,False,identity,2055,2140,20999,576,573,573,595,4132
model:gliner-pii-base,redmadrobot,False,addresses,1249,1252,13519,573,436,434,437,4876
model:gliner-pii-base,redmadrobot,False,financial,202,203,3869,109,109,109,110,2146
model:gliner-pii-base,redmadrobot,False,contacts,389,394,7596,321,315,315,320,6389
model:gliner-pii-base,redmadrobot,False,names,1260,1264,9370,808,793,793,795,6046
model:gliner-pii-base,redmadrobot,False,network,361,361,9789,247,209,208,208,4494
model:presidio-ru,redmadrobot,False,identity,2055,2140,20999,268,262,262,281,2788
model:presidio-ru,redmadrobot,False,addresses,1249,1252,13519,784,651,649,652,8324
model:presidio-ru,redmadrobot,False,financial,202,203,3869,3,2,2,2,50
model:presidio-ru,redmadrobot,False,contacts,389,394,7596,241,235,235,235,4347
model:presidio-ru,redmadrobot,False,names,1260,1264,9370,886,868,868,871,6554
model:presidio-ru,redmadrobot,False,network,361,361,9789,308,282,280,280,6877
model:ner-ru-gherman,redmadrobot,False,identity,2055,2140,20999,4,0,0,0,8
model:ner-ru-gherman,redmadrobot,False,addresses,1249,1252,13519,1147,759,539,542,10037
model:ner-ru-gherman,redmadrobot,False,financial,202,203,3869,0,0,0,0,0
model:ner-ru-gherman,redmadrobot,False,contacts,389,394,7596,99,0,0,0,978
model:ner-ru-gherman,redmadrobot,False,names,1260,1264,9370,1190,1170,1129,1131,8867
model:ner-ru-gherman,redmadrobot,False,network,361,361,9789,3,0,0,0,21
model:gliner25-fastino,redmadrobot,False,identity,2055,2140,20999,494,463,460,507,4329
model:gliner25-fastino,redmadrobot,False,addresses,1249,1252,13519,515,487,487,488,5789
model:gliner25-fastino,redmadrobot,False,financial,202,203,3869,113,110,108,108,2149
